match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
9,2010-03-17,Delhi Daredevils,Feroz Shah Kotla,2.0,0,11,2,5.5,6,0,0
14,2010-03-20,Royal Challengers Bangalore,Brabourne Stadium,3.1,0,35,0,11.05,5,0,0
17,2010-03-22,Kolkata Knight Riders,Brabourne Stadium,4.0,0,36,0,9.0,5,2,0
21,2010-03-25,Chennai Super Kings,"Brabourne Stadium, Mumbai",4.0,0,42,0,10.5,4,0,0
25,2010-03-28,Deccan Chargers,Dr DY Patil Sports Academy,2.0,0,16,0,8.0,7,0,0
27,2010-03-30,Kings XI Punjab,Brabourne Stadium,3.0,0,22,1,7.33,6,0,0
33,2010-04-03,Deccan Chargers,Brabourne Stadium,2.0,0,12,0,6.0,5,0,0
37,2010-04-06,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",2.0,0,21,1,10.5,3,1,0
47,2010-04-13,Delhi Daredevils,Brabourne Stadium,2.0,0,26,0,13.0,1,1,0
56,2010-04-19,Kolkata Knight Riders,Eden Gardens,2.0,0,7,0,3.5,6,1,0
