match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
3,2011-04-09,Royal Challengers Bangalore,Nehru Stadium,27,21,3,0,128.57,b Z Khan,4
10,2011-04-13,Pune Warriors,Dr DY Patil Sports Academy,39,36,2,2,108.33,c M Kartik b R Sharma,5
13,2011-04-15,Mumbai Indians,Wankhede Stadium,11,7,2,0,157.14,not out,4
18,2011-04-18,Chennai Super Kings,Nehru Stadium,19,14,2,0,135.71,not out,4
22,2011-04-20,Kolkata Knight Riders,Eden Gardens,2,8,0,0,25.0,b YK Pathan,4
28,2011-04-24,Rajasthan Royals,Sawai Mansingh Stadium,8,14,0,0,57.14,b SK Warne,4
32,2011-04-27,Deccan Chargers,Nehru Stadium,0,2,0,0,0.0,b I Sharma,5
36,2011-04-30,Delhi Daredevils,Nehru Stadium,27,25,3,0,108.0,c NV Ojha b M Morkel,5
41,2011-05-02,Delhi Daredevils,Feroz Shah Kotla,24,13,3,1,184.62,not out,5
45,2011-05-05,Kolkata Knight Riders,Nehru Stadium,35,19,3,2,184.21,not out,6
50,2011-05-08,Royal Challengers Bangalore,M Chinnaswamy Stadium,5,12,0,0,41.67,c Z Khan b S Aravind,5
57,2011-05-13,Kings XI Punjab,Holkar Cricket Stadium,4,6,0,0,66.67,c SE Marsh b Bipul Sharma,4
61,2011-05-15,Rajasthan Royals,Holkar Cricket Stadium,33,17,5,2,194.12,not out,4
64,2011-05-18,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",51,42,3,2,121.43,not out,4
