innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
1,11,4,Delhi Capitals,R Powell,PP Chawla,MA Gough,wicket,struck down,False
2,11,3,Delhi Capitals,RG Sharma,AR Patel,MA Gough,wicket,struck down,True
2,17,5,Mumbai Indians,RG Sharma,Mustafizur Rahman,MA Gough,wicket,struck down,False
