innings,team,phase,runs,wickets,balls,run_rate,boundaries,dots
1,Delhi Capitals,death,74,5,42,10.57,11,15
1,Delhi Capitals,middle,51,4,41,7.46,5,13
1,Delhi Capitals,powerplay,47,1,35,8.06,9,16
2,Mumbai Indians,death,50,3,30,10.0,7,12
2,Mumbai Indians,middle,55,1,54,6.11,4,22
2,Mumbai Indians,powerplay,68,0,36,11.33,13,14
