match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
4,2022-03-28,Lucknow Super Giants,"Wankhede Stadium, Mumbai",30,29,4,0,103.45,b DJ Hooda,2
10,2022-04-02,Delhi Capitals,"Maharashtra Cricket Association Stadium, Pune",1,2,0,0,50.0,c RR Pant b Mustafizur Rahman,1
16,2022-04-08,Punjab Kings,"Brabourne Stadium, Mumbai",6,7,1,0,85.71,c JM Bairstow b K Rabada,1
21,2022-04-11,Sunrisers Hyderabad,"Dr DY Patil Sports Academy, Mumbai",19,19,3,0,100.0,lbw b Umran Malik,1
24,2022-04-14,Rajasthan Royals,"Dr DY Patil Sports Academy, Mumbai",12,6,3,0,200.0,run out (HE van der Dussen),1
57,2022-05-10,Lucknow Super Giants,"Maharashtra Cricket Association Stadium, Pune",10,7,2,0,142.86,c Q de Kock b Avesh Khan,3
62,2022-05-15,Chennai Super Kings,"Wankhede Stadium, Mumbai",20,15,2,0,133.33,c S Dube b MM Ali,3
67,2022-05-19,Royal Challengers Bangalore,"Wankhede Stadium, Mumbai",16,13,2,1,123.08,lbw b GJ Maxwell,3
71,2022-05-24,Rajasthan Royals,"Eden Gardens, Kolkata",35,30,6,0,116.67,c JC Buttler b OC McCoy,3
74,2022-05-29,Rajasthan Royals,"Narendra Modi Stadium, Ahmedabad",8,10,0,1,80.0,c R Parag b TA Boult,3
