innings,team,phase,runs,wickets,balls,run_rate,boundaries,dots
1,Kings XI Punjab,death,17,4,34,3.0,0,19
1,Kings XI Punjab,middle,31,3,33,5.64,3,18
1,Kings XI Punjab,powerplay,25,3,28,5.36,4,17
2,Rising Pune Supergiant,death,24,0,25,5.76,1,8
2,Rising Pune Supergiant,middle,27,1,25,6.48,2,8
2,Rising Pune Supergiant,powerplay,27,0,22,7.36,4,9
