innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Rising Pune Supergiant,A Zampa,3.5,0,22,2,5.74,8,0,0
1,Rising Pune Supergiant,BA Stokes,3.0,0,10,0,3.33,12,1,0
1,Rising Pune Supergiant,DT Christian,2.0,0,10,2,5.0,4,0,0
1,Rising Pune Supergiant,JD Unadkat,3.0,1,12,2,4.0,14,0,0
1,Rising Pune Supergiant,SN Thakur,4.0,0,19,3,4.75,16,2,0
2,Kings XI Punjab,AR Patel,2.0,0,13,1,6.5,2,0,0
2,Kings XI Punjab,GJ Maxwell,2.0,0,15,0,7.5,3,0,0
2,Kings XI Punjab,I Sharma,1.0,0,12,0,12.0,1,0,0
2,Kings XI Punjab,MM Sharma,1.0,0,6,0,6.0,3,0,0
2,Kings XI Punjab,R Tewatia,3.0,0,14,0,4.67,10,0,0
2,Kings XI Punjab,Sandeep Sharma,2.0,0,12,0,6.0,5,1,0
2,Kings XI Punjab,Swapnil Singh,1.0,0,6,0,6.0,1,0,0
