match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
2,2012-04-05,Delhi Daredevils,Eden Gardens,1.1,0,7,1,6.0,3,0,0
7,2012-04-08,Rajasthan Royals,Sawai Mansingh Stadium,4.0,0,27,1,6.75,6,0,0
10,2012-04-10,Royal Challengers Bangalore,M Chinnaswamy Stadium,4.0,0,30,0,7.5,6,0,0
15,2012-04-13,Rajasthan Royals,Eden Gardens,2.0,0,19,0,9.5,3,1,0
17,2012-04-15,Kings XI Punjab,Eden Gardens,4.0,0,14,2,3.5,12,0,0
22,2012-04-18,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",4.0,0,23,1,5.75,5,1,0
29,2012-04-22,Deccan Chargers,Barabati Stadium,4.0,0,26,1,6.5,5,0,1
38,2012-04-28,Royal Challengers Bangalore,Eden Gardens,3.0,0,41,1,13.67,5,0,0
41,2012-04-30,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",3.0,0,22,0,7.33,2,1,0
47,2012-05-05,Pune Warriors,Eden Gardens,4.0,0,27,1,6.75,5,0,0
51,2012-05-07,Delhi Daredevils,Feroz Shah Kotla,4.0,0,26,0,6.5,7,0,0
58,2012-05-12,Mumbai Indians,Eden Gardens,4.0,0,41,0,10.25,4,0,0
63,2012-05-14,Chennai Super Kings,Eden Gardens,4.0,0,33,2,8.25,5,0,0
70,2012-05-19,Pune Warriors,Subrata Roy Sahara Stadium,3.0,0,14,1,4.67,5,0,0
73,2012-05-22,Delhi Daredevils,Subrata Roy Sahara Stadium,2.0,0,16,1,8.0,5,0,0
76,2012-05-27,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",3.0,0,23,1,7.67,4,0,0
