innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Deccan Chargers,1,PA Patel,1,5,S Dhawan,6,5,7,10
1,Deccan Chargers,2,B Chipli,1,6,S Dhawan,1,3,2,9
1,Deccan Chargers,3,S Dhawan,34,16,DT Christian,3,7,37,23
1,Deccan Chargers,4,KC Sangakkara,14,19,DT Christian,20,14,36,33
1,Deccan Chargers,5,CL White,23,18,DT Christian,16,15,41,33
1,Deccan Chargers,6,DB Ravi Teja,4,2,CL White,0,0,4,2
1,Deccan Chargers,7,A Mishra,0,2,CL White,0,0,0,2
1,Deccan Chargers,8,CL White,6,3,DW Steyn,2,2,9,5
1,Deccan Chargers,9,Ankit Sharma,1,2,CL White,1,1,2,3
1,Deccan Chargers,10,Ankit Sharma,1,2,CL White,1,1,2,3
2,Mumbai Indians,1,TL Suman,5,9,RE Levi,2,2,7,11
2,Mumbai Indians,2,RG Sharma,2,6,RE Levi,1,7,3,13
2,Mumbai Indians,3,RG Sharma,27,20,AT Rayudu,19,24,48,44
2,Mumbai Indians,4,KA Pollard,24,18,RG Sharma,13,12,37,30
2,Mumbai Indians,5,RG Sharma,17,9,KD Karthik,7,6,25,15
2,Mumbai Indians,6,JEC Franklin,7,4,RG Sharma,14,3,22,7
