match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
2,2017-04-06,Mumbai Indians,Maharashtra Cricket Association Stadium,60,34,6,3,176.47,c N Rana b TG Southee,1
4,2017-04-08,Kings XI Punjab,Holkar Cricket Stadium,19,15,1,1,126.67,c MP Stoinis b T Natarajan,1
9,2017-04-11,Delhi Daredevils,Maharashtra Cricket Association Stadium,10,9,0,0,111.11,c SV Samson b Z Khan,1
13,2017-04-14,Gujarat Lions,Saurashtra Cricket Association Stadium,0,3,0,0,0.0,c SK Raina b P Kumar,1
17,2017-04-16,Royal Challengers Bangalore,M Chinnaswamy Stadium,30,25,5,0,120.0,b S Badree,1
24,2017-04-22,Sunrisers Hyderabad,Maharashtra Cricket Association Stadium,2,7,0,0,28.57,c S Kaul b Bipul Sharma,1
28,2017-04-24,Mumbai Indians,Wankhede Stadium,38,32,5,1,118.75,c & b KV Sharma,1
30,2017-04-26,Kolkata Knight Riders,Maharashtra Cricket Association Stadium,46,41,4,1,112.2,st RV Uthappa b SP Narine,1
34,2017-04-29,Royal Challengers Bangalore,Maharashtra Cricket Association Stadium,6,8,0,0,75.0,c AF Milne b S Badree,1
39,2017-05-01,Gujarat Lions,Maharashtra Cricket Association Stadium,4,4,1,0,100.0,lbw b PJ Sangwan,1
41,2017-05-03,Kolkata Knight Riders,Eden Gardens,11,9,2,0,122.22,c SP Jackson b UT Yadav,1
44,2017-05-06,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",22,20,0,1,110.0,c Yuvraj Singh b Bipul Sharma,1
52,2017-05-12,Delhi Daredevils,Feroz Shah Kotla,0,1,0,0,0.0,b Z Khan,1
55,2017-05-14,Kings XI Punjab,Maharashtra Cricket Association Stadium,34,34,1,1,100.0,not out,1
57,2017-05-16,Mumbai Indians,Wankhede Stadium,56,43,5,1,130.23,lbw b KV Sharma,1
60,2017-05-21,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",44,38,5,0,115.79,c KA Pollard b MG Johnson,1
