innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Rajasthan Royals,1,SR Watson,32,26,R Dravid,49,35,86,61
1,Rajasthan Royals,2,AL Menaria,2,8,R Dravid,4,5,6,13
1,Rajasthan Royals,3,R Dravid,9,7,J Botha,8,6,17,13
1,Rajasthan Royals,4,LRPL Taylor,4,3,R Dravid,4,4,8,7
1,Rajasthan Royals,5,LRPL Taylor,16,10,AM Rahane,4,8,22,17
1,Rajasthan Royals,6,LRPL Taylor,0,1,STR Binny,0,0,0,1
1,Rajasthan Royals,7,STR Binny,7,7,DH Yagnik,1,1,8,8
2,Chennai Super Kings,1,MEK Hussey,3,5,M Vijay,5,6,8,11
2,Chennai Super Kings,2,SK Raina,61,51,MEK Hussey,72,49,137,100
2,Chennai Super Kings,3,MEK Hussey,4,1,JA Morkel,0,0,4,1
