innings,team,phase,runs,wickets,balls,run_rate,boundaries,dots
1,Punjab Kings,death,65,2,30,13.0,9,8
1,Punjab Kings,middle,80,5,54,8.89,11,26
1,Punjab Kings,powerplay,55,1,36,9.17,10,15
2,Mumbai Indians,death,76,1,29,15.72,12,6
2,Mumbai Indians,middle,70,3,54,7.78,8,17
2,Mumbai Indians,powerplay,59,0,36,9.83,9,15
