innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Punjab Kings,Priyansh Arya,22,17,4,0,129.41,b DL Chahar,1
1,Punjab Kings,P Simran Singh,57,32,6,4,178.12,c C Bosch b SN Thakur,2
1,Punjab Kings,C Connolly,21,22,2,1,95.45,b RA Bawa,3
1,Punjab Kings,SS Iyer,4,2,1,0,200.0,b SN Thakur,4
1,Punjab Kings,Suryansh Shedge,8,5,0,1,160.0,c RA Bawa b SN Thakur,5
1,Punjab Kings,Shashank Singh,2,3,0,0,66.67,lbw b C Bosch,6
1,Punjab Kings,Azmatullah Omarzai,38,17,2,4,223.53,c WG Jacks b DL Chahar,7
1,Punjab Kings,M Jansen,2,7,0,0,28.57,b SN Thakur,8
1,Punjab Kings,Vishnu Vinod,15,8,1,1,187.5,not out,9
1,Punjab Kings,XC Bartlett,18,7,2,1,257.14,not out,10
2,Mumbai Indians,RG Sharma,25,26,0,2,96.15,b YS Chahal,1
2,Mumbai Indians,RD Rickelton,48,23,4,4,208.7,c Priyansh Arya b Azmatullah Omarzai,2
2,Mumbai Indians,Naman Dhir,9,6,0,1,150.0,c Arshdeep Singh b M Jansen,3
2,Mumbai Indians,Tilak Varma,75,33,6,6,227.27,not out,4
2,Mumbai Indians,SE Rutherford,20,21,1,1,95.24,c XC Bartlett b Azmatullah Omarzai,5
2,Mumbai Indians,WG Jacks,25,10,2,2,250.0,not out,6
