innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
1,10,6,Mumbai Indians,YK Pathan,M Markande,S Ravi,,struck down,False
2,12,5,Sunrisers Hyderabad,KH Pandya,Rashid Khan,S Ravi,,upheld,False
2,16,2,Mumbai Indians,MJ McClenaghan,S Kaul,S Ravi,,struck down,False
