innings,team,wicket_number,player_out,score,over
1,Mumbai Indians,1,RG Sharma,0,1.2
1,Mumbai Indians,2,AT Rayudu,137,15.3
1,Mumbai Indians,3,JC Buttler,174,18.5
1,Mumbai Indians,4,PA Patel,180,19.4
1,Mumbai Indians,5,KA Pollard,189,20.5
1,Mumbai Indians,6,HH Pandya,189,20.6
2,Kings XI Punjab,1,M Vijay,20,3.5
2,Kings XI Punjab,2,M Vohra,32,5.5
2,Kings XI Punjab,3,SE Marsh,121,15.6
2,Kings XI Punjab,4,GJ Maxwell,139,18.1
2,Kings XI Punjab,5,NS Naik,141,18.5
2,Kings XI Punjab,6,AR Patel,149,19.3
2,Kings XI Punjab,7,MG Johnson,151,19.6
