innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Rising Pune Supergiants,AM Rahane,9,11,2,0,81.82,b Sandeep Sharma,1
1,Rising Pune Supergiants,F du Plessis,67,53,8,0,126.42,c & b MM Sharma,2
1,Rising Pune Supergiants,KP Pietersen,15,15,2,0,100.0,c M Vohra b KJ Abbott,3
1,Rising Pune Supergiants,NLTC Perera,8,9,1,0,88.89,c MM Sharma b Sandeep Sharma,4
1,Rising Pune Supergiants,SPD Smith,38,26,5,0,146.15,c DA Miller b MM Sharma,5
1,Rising Pune Supergiants,MS Dhoni,1,2,0,0,50.0,c GJ Maxwell b MM Sharma,6
1,Rising Pune Supergiants,IK Pathan,2,2,0,0,100.0,"run out (GJ Maxwell, WP Saha)",7
1,Rising Pune Supergiants,R Ashwin,1,2,0,0,50.0,not out,8
2,Kings XI Punjab,M Vijay,53,49,5,2,108.16,c MS Dhoni b M Ashwin,1
2,Kings XI Punjab,M Vohra,51,33,7,0,154.55,lbw b Ankit Sharma,2
2,Kings XI Punjab,SE Marsh,4,6,0,0,66.67,b M Ashwin,3
2,Kings XI Punjab,DA Miller,7,6,0,0,116.67,c KP Pietersen b M Ashwin,4
2,Kings XI Punjab,GJ Maxwell,32,14,3,2,228.57,not out,5
2,Kings XI Punjab,WP Saha,4,4,0,0,100.0,not out,6
