innings,team,wicket_number,player_out,score,over
1,Rising Pune Supergiants,1,AM Rahane,10,3.1
1,Rising Pune Supergiants,2,KP Pietersen,65,8.6
1,Rising Pune Supergiants,3,NLTC Perera,76,11.1
1,Rising Pune Supergiants,4,SPD Smith,139,18.5
1,Rising Pune Supergiants,5,F du Plessis,149,20.1
1,Rising Pune Supergiants,6,MS Dhoni,149,20.2
1,Rising Pune Supergiants,7,IK Pathan,152,20.6
2,Kings XI Punjab,1,M Vohra,97,13.2
2,Kings XI Punjab,2,SE Marsh,103,15.1
2,Kings XI Punjab,3,M Vijay,112,15.6
2,Kings XI Punjab,4,DA Miller,119,17.2
