innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Rising Pune Supergiants,1,AM Rahane,9,11,F du Plessis,1,2,10,13
1,Rising Pune Supergiants,2,KP Pietersen,15,15,F du Plessis,32,20,55,35
1,Rising Pune Supergiants,3,F du Plessis,3,4,NLTC Perera,8,9,11,13
1,Rising Pune Supergiants,4,F du Plessis,22,20,SPD Smith,38,26,63,46
1,Rising Pune Supergiants,5,F du Plessis,9,7,MS Dhoni,1,1,10,8
1,Rising Pune Supergiants,6,MS Dhoni,0,1,IK Pathan,0,0,0,1
1,Rising Pune Supergiants,7,IK Pathan,2,2,R Ashwin,1,2,3,4
1,Rising Pune Supergiants,8,IK Pathan,2,2,R Ashwin,1,2,3,4
2,Kings XI Punjab,1,M Vijay,44,41,M Vohra,51,33,97,74
2,Kings XI Punjab,2,SE Marsh,4,6,M Vijay,2,5,6,11
2,Kings XI Punjab,3,DA Miller,2,2,M Vijay,7,3,9,5
2,Kings XI Punjab,4,DA Miller,5,4,GJ Maxwell,2,4,7,8
2,Kings XI Punjab,5,GJ Maxwell,30,10,WP Saha,4,4,34,14
