innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Kings XI Punjab,AR Patel,3.0,0,26,0,8.67,5,0,0
1,Kings XI Punjab,GJ Maxwell,1.0,0,3,0,3.0,3,0,0
1,Kings XI Punjab,KJ Abbott,4.0,0,38,1,9.5,7,1,0
1,Kings XI Punjab,MM Sharma,4.0,0,23,3,5.75,7,0,0
1,Kings XI Punjab,P Sahu,4.0,0,31,0,7.75,5,1,0
1,Kings XI Punjab,Sandeep Sharma,4.0,0,23,2,5.75,11,1,0
2,Rising Pune Supergiants,Ankit Sharma,4.0,0,27,1,6.75,8,2,0
2,Rising Pune Supergiants,I Sharma,3.0,0,26,0,8.67,10,0,0
2,Rising Pune Supergiants,IK Pathan,1.0,0,7,0,7.0,3,0,0
2,Rising Pune Supergiants,M Ashwin,4.0,0,36,3,9.0,5,0,0
2,Rising Pune Supergiants,NLTC Perera,2.4,0,30,0,11.25,2,0,0
2,Rising Pune Supergiants,R Ashwin,4.0,0,27,0,6.75,8,0,0
