match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
3,2020-09-21,Royal Challengers Bangalore,Dubai International Cricket Stadium,6,6,1,0,100.0,run out (),1
8,2020-09-26,Kolkata Knight Riders,Sheikh Zayed Stadium,36,30,2,1,120.0,c & b CV Varun,1
11,2020-09-29,Delhi Capitals,Sheikh Zayed Stadium,45,33,3,2,136.36,c RR Pant b A Mishra,1
14,2020-10-02,Chennai Super Kings,Dubai International Cricket Stadium,28,29,3,0,96.55,c F du Plessis b PP Chawla,1
17,2020-10-04,Mumbai Indians,Sharjah Cricket Stadium,60,44,5,2,136.36,c Ishan Kishan b JL Pattinson,1
22,2020-10-08,Kings XI Punjab,Dubai International Cricket Stadium,52,40,5,1,130.0,c GJ Maxwell b Ravi Bishnoi,1
26,2020-10-11,Rajasthan Royals,Dubai International Cricket Stadium,48,38,3,2,126.32,b JC Archer,1
29,2020-10-13,Chennai Super Kings,Dubai International Cricket Stadium,9,13,0,0,69.23,c & b SM Curran,1
35,2020-10-18,Kolkata Knight Riders,Sheikh Zayed Stadium,47,33,5,0,142.42,not out,4
40,2020-10-22,Rajasthan Royals,Dubai International Cricket Stadium,4,4,1,0,100.0,c BA Stokes b JC Archer,1
43,2020-10-24,Kings XI Punjab,Dubai International Cricket Stadium,35,20,3,2,175.0,c KL Rahul b Ravi Bishnoi,1
47,2020-10-27,Delhi Capitals,Dubai International Cricket Stadium,66,34,8,2,194.12,c AR Patel b R Ashwin,1
52,2020-10-31,Royal Challengers Bangalore,Sharjah Cricket Stadium,8,5,0,1,160.0,c I Udana b Washington Sundar,1
56,2020-11-03,Mumbai Indians,Sharjah Cricket Stadium,85,58,10,1,146.55,not out,1
58,2020-11-06,Royal Challengers Bangalore,Sheikh Zayed Stadium,17,17,3,0,100.0,c AB de Villiers b Mohammed Siraj,1
59,2020-11-08,Delhi Capitals,Sheikh Zayed Stadium,2,3,0,0,66.67,b K Rabada,2
