innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
1,11,1,Mumbai Indians,JC Buttler,HH Pandya,A Bengeri,wicket,struck down,False
2,6,1,Mumbai Indians,Tilak Varma,Rashid Khan,A Bengeri,wicket,upheld,False
2,20,6,Mumbai Indians,MJ Santner,Mohammed Siraj,A Bengeri,wicket,upheld,False
